review_id,app_name,rating,review_text,true_sentiment,true_severity,notes
cf528bb3-494c-465d-8291-c138a7777336,Chime,5,"No fees, so many features. Chime Rocks",,,
f1edde65-f460-469f-bef1-2136ebc74fa8,Cash App,1,hater,,,
68f381c9-606f-4a71-a37d-5e96cfdd28f6,Cash App,3,Very useful app as long as I was sending money from my bank account. But I'm pretty sure my credit card number got stolen when I used that instead of my bank account.,,,
93c370ea-133e-4f06-b1ea-d9dc6ef316c1,Venmo,1,I hate the fact that you have to send minimum amount of crypto .I hate the fact that when you sell your Bitcoin it takes up to a damn week....I hate the fact that you can't send Bitcoin without it thinking you're doing some kind of fraud..not to mention the constant fees....I bought $88 of bitcoin to send out....but when I tried it didn't allow me to (supposedly scam warning or some cover up bs) so I had to end up selling it to get my money back.....lost five bucks there and 5 days for it 2 get,,,
20b991b7-1a38-4040-8678-ef627a530f4d,PayPal,1,not so good,,,
d19b5ff3-1ec7-47d5-b4f1-9cf809ee73b7,PayPal,1,"garbage,I feel like an app that's accepted worldwide almost as the app we get free money with using mobile games shouldn't feel like it's completely against you,I have one PayPal account that won't let me order a physical card no matter what I do,my other account I can't even login to because I no longer have access to that phone number,I get past the first initial verify to get stuck at another I can't get out of.someone pls tell me why money games don't go to Cash app this is ridiculous bs.",,,
3b113677-f7ce-4695-a2f3-8ff6aad6af03,Chime,1,Custom Service sucks 😕 A man from India made me hang up and cancel my account!,,,
dc7f3aeb-b49a-468e-af88-61c5947d9b00,Venmo,1,sucks,,,
c1933c3f-fe89-456d-8619-7a80326c22e5,Venmo,2,Usually didn't require help but when needed help is hard to get,,,
f2cbe5dc-184e-4607-8608-f9fcb259004d,Cash App,5,Absolutely love having a Cash App card! A very wise decision to get this Card!,,,
48960d51-8388-4201-beb1-a3608bedfd04,Chime,1,"Automatically installed itself onto my phone after an update. Shady behavior from a ""banking"" app. I wouldn't trust them with a dollar.",,,
31e5a070-3c99-40af-8cd8-606743f9ff83,Venmo,3,my money was stolen from a place I never heard of had to wait 2 wewks just to get paid for one unauthorized transaction but missing one more,,,
7ec4d487-1b02-4243-a245-62a4907ead6b,Venmo,1,"Out of all the online banks out there, ""chime"", ""cash app"", ect., this has been the worst. I have tried to load money into my venmo using 3 different cards, from different banks, and nothing will go through. there is no option to load cash at a store like with the others, and I do not recieve any money by check to deposit a check. I am now in a difficult spot because I set up a payment plan using this card, and now I can't load the money to make the payment. Don't waist your time.",,,
00f6feae-30fa-48d7-9d00-d890130fb5ab,Chime,1,Chime did not explain anything to me at all and told me that I couldn't do it.,,,
e7ff6c43-8ace-4d0a-9865-6966635ec8b3,Venmo,3,"sometime transactions go smoothly, sometimes they seem to disappear as if they never happened. frustrating!",,,
9dd1f662-f370-467b-a02f-31e6c826d613,Venmo,1,"Adding money to your account, they take it out of your bank account the next day and then keep your money for 10 days after the transfer. cash app is much better. your funds are available right away and they don't hold your .money for over a week!",,,
3b74d73f-ccb8-4ada-92d5-d4a27d7f8635,Chime,1,Do not trust your money with this bank! They will let blocked merchants take money from your account and you will an extremely difficult time trying to get reimbursed your money and the customer service is awful!,,,
c2a2ec2f-c56e-4048-8963-ee65a6580136,Venmo,1,This app was not working. It refused to display its own pages correctly both in the app and online. The small a verification deposits never came.,,,
93b48037-af84-49de-88d3-bf4eff1de7f4,Chime,3,why when I change my virtual number old charges from companies still come though trying to charge things I cancelled I have to keep it frozen all the time I never had this happen with any other bank. Let me say I do love chime except for that.,,,
8a64cb93-bdb9-4b79-8a66-abe71f4669ce,Chime,2,it said no ssn but need you ssn,,,
fa736f47-b70e-4f68-ad86-0b9cf29b762a,PayPal,2,Too much fees!,,,
ba3b6347-50c3-42ce-96b3-93a914a7d950,Cash App,2,Samsung Galaxy 8+can't get a new update why?,,,
8ab1b746-3fe5-4e49-8306-c8d0ba580a63,PayPal,4,I have had excellent service with PayPal money I receive is within a minute money I send goes out quickly to the right person every time thank you PayPal,,,
8a9893bf-6969-483c-9b56-bc36bbff5532,Chime,5,love it,,,
2b963fe0-3122-4f0e-990e-184ec22f37e2,Chime,2,"I used to love this bank had it most of my adult life I got a big deposit from my retirement and it returned it to fidelity because it said my name wasnt the same? I called support and even got a supervisor and he told me the reason it got canceled and will not be accepted is because fidelity is a ""suspicious company"" ?? absolutely nuts I KNOW what my name is i checked all these issues that's being said and the supervisor FROM chime said it was only because fidelity was a suspicious company",,,
9a7d9f0e-ccfb-4791-b470-f43c82eeb319,Chime,1,scammers took me here,,,
ea592882-132d-4535-8e1b-07c1006e49c2,Chime,3,"Chime have you started to forget the people that made you #1. The🥇that still hold strong are slipping away, leaving a bad taste with long time users. Yet still have verity of Options, few Brick banks & online can match🥈Secured Visa card really builds credit & works almost anywhere🥇online check cashing & loans🤯 MyPay is now a ⛔ New MyPay requirement has caused me 2 lose that perk I used often for a yr costing lost of 2⭐s & many hotels still will not except the Visa card for the sec. deposit.",,,
30616dce-2e17-4296-a2e4-65fc32caa830,Chime,1,The company is allowing my identity to be used by terrorist organizations so that they can be funded and acts of premeditated murder against me and assume my identity,,,
023bb5a0-1678-42b1-a3bf-3c602b1498e3,PayPal,1,"The worst pay service available, don't use it. you'll get hacked very easily on this app. Plus they can't keep your information straight. they're a disaster.",,,
6112874a-da37-4a09-b2f8-963715ee4e3b,PayPal,3,PayPal is Good application but after Linking my verify Paypal account to my paga I wasn't able to receive funds in Nigeria even though it says I will be able to Receive funds after Linking it to paga but seems like it not working🤔,,,
2e7ebcaf-cab7-4a76-9064-20ce5bfa697d,Cash App,1,My account blocked because of money sending and going ‼️Why u can't tell me on the suppose inactivity when only family and friends was sending and receiving the money ‼️ That's weird as hell ‼️,,,
70ff46f7-79b0-48c3-8182-408e53d9b12f,Cash App,1,app has been crashing for the last 24 hours,,,
f9df969d-0943-4d60-9b90-26c723cdb045,Chime,1,"Do not trust this ""banking"" app! I was assaulted and my purse and phone were stolen and my information on my Google account, chime account, PayPal, cash app all were compromised. chime still refuses to give me access to my own bank account even after I've gotten 2 IDs from the State of Ohio. they say that the ID issued from the State of Ohio is not valid even after ordering a 2nd ID they still won't accept it. yet the thieves got my money but chime won't let me, the account holder have access to",,,
f147a51f-25a7-4fe9-b53c-137f5016381e,Chime,1,not happy with chime,,,
9fd59c7e-c799-4dc8-a39d-26f4c8dc9b13,Venmo,1,The account was frozen immediately after creation and service would not respond to inquiries or help resolve issue. we were never able to use to make payments.,,,
46b49e0e-5c03-49c0-891f-7078c7360505,PayPal,1,"I’m disappointed with my recent experience using PayPal. My account was permanently limited despite submitting valid verification documents, including proof of business registration and tax documentation as a legitimate sole proprietor. What frustrated me most was the lack of a clear explanation regarding the specific issue or violation connected to my account.",,,
b3b7eea8-98ac-4cc2-9949-f073ae0f357d,PayPal,3,payment holding problem,,,
36de8e37-bf48-48d0-8f69-15f5c6501bb7,PayPal,5,mostly used by scammer to scam international 😂,,,
0c5c65b6-6c8b-45b8-80dc-09730af03b78,Venmo,1,"Their fraud department randomly shuts your card down without asking you to confirm anything then reissues the new one without confirming your address. Give you no reason why they shut it down and then say it can take 24 to 48 hours for them to fix it. Then it goes from that to 3 to 5 days and then 7 to 10 days, and no one can do it faster. Then get mad if you ask for a supervisor, and if you push for the supervisor, they totally suspend your account and then say it was the system, not them.",,,
6505178b-f83c-49c8-bb05-ebe5704148a1,Chime,1,"this is one of the most non structured and illegitimately secured online banking institutions bar none I have had my account manipulated at least four times now and I'm currently in a dispute that's cost me over $2,000 and these people are acting like they're not getting the ball rolling so I've had to call a criminal investigation unit and I'm taking it to the Attorney General's office",,,
047663e7-8bf1-423d-9f5c-e7871c6eb76e,Chime,2,updated review don't go to the chime plus its not worth it and when your there your stuck,,,
34622e6b-1a72-45c3-a654-7ce4d6beeb60,Venmo,5,this app is great for everything,,,
847a7518-d936-40de-aaf6-8597d5aa38e9,Cash App,5,Well hard to get money from someone who send you .. Why is the a big fee to receive money? Is there a scam in cashapp?,,,
ef3bee0f-ead7-44f6-ab42-f7060f3f2d67,Cash App,1,Spam rip off,,,
81ba0021-056d-4690-b4b6-7dd8e3af46de,PayPal,2,"Platform that you can't rely on, they can ban your account any time without even explaining anything.",,,
31d71fdb-5e82-4bf4-9886-e5941d24f491,Venmo,5,👍,,,
ccd9607e-525e-43ea-9908-fdae80ce0458,Cash App,2,good,,,
42e48a72-c8f1-46f4-9c96-b1ad65d67847,Cash App,1,did not want to work and did not daliver my credit card,,,
53f420fd-f17c-48f2-bb62-3475dfff15b9,PayPal,5,I THINK ONE'S SECURED APP MONEY TRANSFER METHOD.,,,
6cbfec9d-ce88-4dc4-a7c3-66d4daa7a9a5,Chime,3,was hard to get on,,,
120056fc-4936-4017-958c-0b3abad5a642,PayPal,1,worst app ever worst service and customer service ever i orderd something thru your app turned out it was fraudulent got my account banned after my item never arrived thank PayPal your the real MVP called customer service and the dude from India says sorry you can never use paypal again okay cool screw you and your platform,,,
04850099-776b-42d6-b350-7ad47dec8d44,Venmo,1,I use to love venmo. For the past few months I've been unable to add money to my venmo account. I keep getting a message that says unable to add money to your account.,,,
5397446b-62c5-4369-96f7-6c72173b63fd,Cash App,2,"update: CRUEL You wont accept calls from my American Express verification of payment! You forbid your staff & they hang up on Amex. Had to have agent listen to my conversation to release the hold. Instructions to buy bitcoin are very WRONG and need updating! Wasted an hour chatting with robots. Step 1. Tap the Money tab Should say: Step 1. Tap the Home tab PLEASE UPDATE If you tap the $ because that's what a money tab looks like, you will not have an option to buy, only send bitcoin.",,,
84db8577-a868-44bb-9299-1f900614dc89,PayPal,1,"everytime I open my phone, it opens this app. stop.",,,
1975b1ac-f1a3-4fef-8f4c-f613e88f7216,PayPal,1,this apps is hard to use. I recommend wire over this one,,,
3d15dba1-28a9-4ba7-a888-81b91aa65959,Chime,1,"Chime hired Managers like Irish to steal from their customers. This is the first time Chime will not return my money from a merchant for service not rendered and the merchant is sending me emails fighting me. I need my lisence but this company is keeping my money & Chime is helping them. I moved to another institution who gets my money back not help the thieves. I removed savings & cut my bills off but Chime keeps running them. When you let a merchant steal, really they stole from YOU.",,,
9f54b52e-71ad-4ac3-822d-f153154b1efc,PayPal,5,easy to sign up for and easy to understand your spending,,,
198e3efd-e67c-4d74-9631-c571e75f6458,Chime,5,great,,,
2edf903b-a81b-44b1-a17f-63fad3ab0b51,Venmo,1,JUST STICK TO CASH APP OR PAYPAL I I would give it NO STARS if hate venmo they wont let me transfer my money not even to pnc it is absolutely the worst app ever,,,
eee6a032-f038-4271-b40b-fe94a52f53b4,Chime,5,love it,,,
14257a93-bdc4-4615-b383-6a62a03fdeef,Venmo,1,sucks unable to update payment method,,,
ee787e90-f161-440f-b53e-fbb38ae87516,Chime,5,it really played a big part in me purchasing my first house.,,,
52e6ae16-3c18-4105-8362-724be23134a3,Cash App,3,I have 2 withdrawals waiting one for 1000 one for 2000 why is my app not working and where is my money going to I need help with this it seems like they keep going to pay pal with out me even knowing ...,,,
0a197421-4bd9-4a33-ba58-f2ceff325b60,Cash App,1,"DO NOT USE THIS APP! VERY EASY FOR SCAMMERS TO GET YOUR MONEY! After signing up I looked at my ""limits"". I had weekly limits of $100,000 and huge daily limits. they are so concerned about preventing fraud but yet when I wanted to remove the Bitcoin and stock investing they say they cant disable it. I want to drastically lower my daily and weekly limits but they say they cant do that either. SCAMMERS CAN CleanOUT YOUR ENTIRE ACCOUNT AND People ON HERE HAVE CONFIRMED IT. I DELETED MY ACCOUNT!",,,
a231b7b2-cdd3-4e5e-b539-0fbdd71764cb,Cash App,3,been trying to order a new card for a year now customer support is no help.,,,
99f43630-cd26-4a5a-b872-5fd2e279cce8,PayPal,1,"You won't let me upload my id, it keeps bouncing back to the main page.",,,
7e2ac58b-497c-495a-aff2-64e6c67235d7,Cash App,4,"Doesn't charge to send and receive from other accounts Chips for easy checkout. Personalize your cash card. When/if you lose your card, replacing it is simple and quick. Lock option. The option to invest into the stock market is above and beyond. Tracks your spending, helps you budget, has a savings goal option, and rounds off your POS transactions and throws the change into savings.Has discounts for shopping. Cons: No fixes for mistakes like sending to wrong accounts. Terrible customer service.",,,
8ec51bce-3e6d-4f00-961b-943623f12663,Venmo,5,great. easy to use and send and customer service makes it easy to get into my account when I'm locked out cuz my phone number changed.,,,
b8e1d614-6b7f-4faa-98c1-42e58ca761e0,Chime,5,Been with Chime 4yrs. Im very happy with them. They watch out for there customers. I was scammed a few yrs ago and chime got my money back. they also send notifications if there's a suspicious purchase. They block the scammed from getting into your account... Thanks Chime.,,,
63b5b1c2-db18-4b3c-8cbb-d34518accfdd,PayPal,3,ok,,,
bbd35d26-2961-485d-afc1-4fa570e32035,Chime,1,"I activated a chime cashback deal for market 32, made my purchase, and verified it registered as ""pending"" and at the correct location. After checking back the next day there is absolutely no evidense of the transaction ever happening. AT ALL. Ai chat bot confirmed this. Not pending, not settled, NOTHING. I literally have the thermal receipt copy with my chime card digits in my hand as proof the transaction happened.",,,
245a61a9-cbed-4f4e-bc05-aa0167071fc4,PayPal,1,Thought I wouldn't have problems with PayPal until now. I never used it until I used Ko-fi to do commissions and received a 150 for an art piece. Suddenly they deactivated my account of suspicious activities after I did everything and showed proof. Now to wait 3 days for review or 180 until I can receive my 150 from the balance..needed that money to feed my 2 rescue kittens.,,,
d3b29667-5e6c-43ab-a040-5a0f1a7ffdfd,Venmo,1,"trash, auto scam protection with no IT infrastructure to support false positives claims. would rate lower if I could",,,
ed4c718e-a862-4ec3-ad90-e2ceedc18622,Cash App,5,I hate that this sight blocked me from using it because stolen,,,
494b8084-72c4-4a62-8126-03a3ce632b36,PayPal,1,Pay pal now using AI bots as customer service helping to make customers believe they are human because they can't be bothered to actually speak to people direct,,,
f5a94550-9e83-42d8-8497-6e119035d27a,PayPal,1,Paypal has gone from bad to worse. None of their identity verification ever works. Support is almost none existent. I wish all the companies using paypal would change them for something else.,,,
8d0ed5dc-75ba-4fe7-95e7-aec2d2983333,Cash App,1,"They're claiming my address is invalid. So, I can't order a debit card. I am so mad right now. Edit: I tried putting in my address again and they are still claiming it is invalid. I used the proper address provided to me by the US Postal Service. What more do you want? Final edit: I closed my account. You blocking my mailing address is the confirmation I need to know that I do not need to use your platform at all. Have the day you deserve.",,,
4b2ae65b-9603-4c51-8588-54fe4e1b1f9e,PayPal,5,"PayPal is a trusted money exchange app, rather that be used as debit/credit or friend money exchange. PayPal has its own app for quick access as well. Can be linked with your bank and can be used same as all bank cards to cover your bills such as subscriptions for recurring spending. PayPal has a cashback program, credit building and the ""pay on time"" shopping such as four & klarna. Go sign up today, try it for yourself.",,,
801555dc-5117-4cf1-94fd-a7243ba53a2c,PayPal,1,I keep trying to use the app and see the details about my card and it keeps telling me that it can't make sure that it's me just like I had trouble trying to change the phone number it says it can't make sure that it's me I had to get in contact with y'all and have y'all personally do it because your app is not working and it does the same thing when I go to your website.,,,
949801e8-c3d2-43bb-bde0-4415da90fb8c,PayPal,1,scam,,,
b22818a9-9510-4ded-8684-553794af5f03,Cash App,1,horrible experience. worst app ever used. costume service agent Austin was rude not helpful and lost my money. wont be using ever,,,
f590ce48-4184-4fd3-8149-53ff5db8f463,Chime,1,i deposited money to pay my bills and chime decided to screw me over by taking it fom me and deducting it for the mypay and supposedly they only do that from a direct deposit on pay day now I have no money beacuse of that and when I called to see if they can help I basically was told to bad deal with it we are not giving you your money back very bad experience update: they said when the next direct deposit hits FYI it wasn't a direct deposit it was me adding money to my account.,,,
b1f1ceb3-ec33-43a4-b492-755815145b05,Cash App,5,I never had a issue with these people great service no headaches if something goes wrong they fix it so far for three years now,,,
7a7ad28d-a5b2-45ec-9e2c-3568171775da,Venmo,5,"smart and easy online banking app, with less hassle and quick verification other than cashapp. in other words..cashapp's best alternative..jack.",,,
2e5fa835-7d15-43eb-8b24-62ed9e92a660,Venmo,5,"very good and if it wasn't for the Fact that my Bank has been way more than good to me.I would have Venmo handle my Direct Deposit, City National is my Bank , But for real for real, Venmo makes it Easy and Completely Comfortable spending my money, what , the store, not just the store, Online, if anything goes wrong, you already have someone in Your Corner, Thank You !",,,
2b6353dc-f5ff-4e6a-9a06-ee28334f4535,Chime,3,it was great until they raised their fees,,,
99862802-31d3-4aef-b10a-2c7d1d9b221c,Venmo,1,they stole my teens money...money they earned they frozed their accounts and stole their money......dont when get venmo if you dont want to be scammed 👎🏻,,,
f18e6e01-3b40-4be0-b752-b302e7aaf1a5,Cash App,3,I've had good services So,,,
b6e4605e-0eaa-4ab9-aa81-d6dd030dd2f2,Venmo,5,awesome customer service and support! I had an unauthorized transaction show up on my account and the reporting process was quick and painless but I was still a le to utilize my account while waiting for my replacement card to come in the mail. Thanks Venmo for awesome support and quick solutions great job! 🤗😁😎,,,
c1235f86-4d9a-4a23-be10-c91b47a38b0f,Chime,1,was hacked once and no support or help from chime they are not fdic but there third party held by separate banks that are but didn't back the lost funds that were stolen from my account and of course chime did nothing to cover my loss didn't even supply me a reason other then no error occured so if your a good hacker you got my money and chime doesn't have fdic or they would of covered it but they did nothing!,,,
605b8d32-59b5-4ed7-81d5-a285e9acd86e,Cash App,1,unable to install due to address rejection. I can't put in my address period. the app don't work . plain and simple.,,,
6886b101-3dfc-46b8-ad82-afaa4a39fe9c,PayPal,5,"PayPal is by far the best, most convenient, quickest, and fraud-free financial service for international and also domestic transactions. Moreover, the app is adds free, easy to use menus, incredible identity validation for ensuring that no one can use your app and make transactions on your behalf. I full-heartfully recommend this app!",,,
e548175e-94c9-414b-9e3c-e004c04ac905,PayPal,1,"I simply bought an item and used PayPal. There was a problem with the sellers website, so the sale didn't go through. PayPal put my money in a ""pending"" state for a month before I had to get Visa involved to force them to simply return my money back to me. Huh? But I'm the buyer and have done nothing wrong, but they punish me? Huh?? 👎",,,
a38d27c5-e90e-4ac6-86c8-101856464832,Cash App,3,well I would have like to talk to a human but these day that's not a option,,,
6e373a5d-af80-49aa-8d84-ab7b4d8f0c2a,Cash App,1,"I'm trying to take this screen off on it because it keeps saying, oh log into your old account, walk into your old account, I try to take it off. And it's not getting off like what and then I call them and they're like, oh, we're we're busy right now. This and that and I'm trying to log on to make a new account and order a new card. So these people are scammers, do not log into no Cash App account, read the reviews before you do it, because they're not helping me and Like i'm sorry",,,
ba80f445-010e-49b0-aaa6-f9aecfc24df8,Venmo,5,great,,,
8e545365-1274-4e81-af51-136f75ca6a1b,Venmo,1,There is no help when you get scammed,,,
fb7f2fb8-1d82-49a8-8698-5d883c0ac232,Cash App,1,"Plaid does not accept your contacts or business. Your new ""borrow"" features keep people in Debt with you. you let me borrow and then take my balance before payday! cash app is a fraud",,,
b0d95610-fb9e-44ee-b133-6eee3c8c6a33,Cash App,1,you never emailed me or got back to me about the unclaimed money,,,
32eef20a-3625-4252-92e2-b6482b0f5ebf,PayPal,1,do not buy anything from digital gifts they rip you off,,,
0af01749-1dfd-4c1f-8485-f342ef203aa3,Cash App,1,I would have given a zero star if I would have had the opportunity due to the fact that I was adding money into my account and they blocked my account for suspicious activity of a $1.56 transfer and I explained that it was me doing the activity and they immediately locked my account and refused to unlock it just like they refuse to refund money that was never added back into my balance and they said that it wasn't it never was due to multiple other issues that I have been going through w/cashapp,,,
